destination_id,destination_name,main_category,sub_category,district_location,estimated_ticket_price,price_level,destination_rating,visit_duration_hours,accessibility_level,suitable_for,activity_tags,public_facilities,destination_description,destination_profile_text,deskripsi_destinasi_model,item_profile_model,jumlah_interaksi_train,jumlah_relevan_train,popularitas_norm
D0084,Pelabuhan Boom Heritage,Sejarah,monumen,Banyuwangi,15000,Rendah,4.4,1.5,Sedang,Teman,"sejarah, heritage, edukasi, arsitektur, budaya","area parkir, toilet, pusat informasi, pemandu wisata","Pelabuhan Boom Heritage adalah destinasi Sejarah di Kecamatan Banyuwangi dengan subkategori monumen. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas sejarah, heritage, edukasi, arsitektur, estimasi tiket Rp15.000, durasi kunjungan sekitar 1.5 jam, aksesibilitas sedang, dan rating 4.4/5.",Pelabuhan Boom Heritage Sejarah monumen sejarah heritage edukasi arsitektur budaya area parkir toilet pusat informasi pemandu wisata harga_rendah akses_sedang durasi_1.5_jam cocok_teman,"Pelabuhan Boom Heritage adalah destinasi Sejarah di Kecamatan Banyuwangi dengan subkategori monumen. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas sejarah, heritage, edukasi, arsitektur, estimasi tiket Rp15.000, durasi kunjungan sekitar 1.5 jam, aksesibilitas sedang, dan rating 4.4/5.","pelabuhan boom heritage sejarah monumen sejarah, heritage, edukasi, arsitektur, budaya area parkir, toilet, pusat informasi, pemandu wisata pelabuhan boom heritage adalah destinasi sejarah di kecamatan banyuwangi dengan subkategori monumen. destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas sejarah, heritage, edukasi, arsitektur, estimasi tiket rp15.000, durasi kunjungan sekitar 1.5 jam, aksesibilitas sedang, dan rating 4.4/5. harga_rendah akses_sedang durasi_1_jam cocok_teman",205,117,0.5672299467689699
D0085,Stasiun Banyuwangi Kota Heritage,Sejarah,kampung sejarah,Pesanggaran,10000,Rendah,4.5,4.0,Sedang,Keluarga,"sejarah, heritage, edukasi, arsitektur, budaya","area parkir, toilet, pusat informasi, pemandu wisata","Stasiun Banyuwangi Kota Heritage adalah destinasi Sejarah di Kecamatan Pesanggaran dengan subkategori kampung sejarah. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas sejarah, heritage, edukasi, arsitektur, estimasi tiket Rp10.000, durasi kunjungan sekitar 4 jam, aksesibilitas sedang, dan rating 4.5/5.",Stasiun Banyuwangi Kota Heritage Sejarah kampung sejarah sejarah heritage edukasi arsitektur budaya area parkir toilet pusat informasi pemandu wisata harga_rendah akses_sedang durasi_4_jam cocok_keluarga,"Stasiun Banyuwangi Kota Heritage adalah destinasi Sejarah di Kecamatan Pesanggaran dengan subkategori kampung sejarah. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas sejarah, heritage, edukasi, arsitektur, estimasi tiket Rp10.000, durasi kunjungan sekitar 4 jam, aksesibilitas sedang, dan rating 4.5/5.","stasiun banyuwangi kota heritage sejarah kampung sejarah sejarah, heritage, edukasi, arsitektur, budaya area parkir, toilet, pusat informasi, pemandu wisata stasiun banyuwangi kota heritage adalah destinasi sejarah di kecamatan pesanggaran dengan subkategori kampung sejarah. destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas sejarah, heritage, edukasi, arsitektur, estimasi tiket rp10.000, durasi kunjungan sekitar 4 jam, aksesibilitas sedang, dan rating 4.5/5. harga_rendah akses_sedang durasi_4_jam cocok_keluarga",275,210,0.8169582876315977
D0086,Situs Umpak Songo,Sejarah,situs,Licin,25000,Rendah,4.3,5.0,Mudah,Keluarga,"sejarah, heritage, edukasi, arsitektur, budaya","area parkir, toilet, pusat informasi, pemandu wisata","Situs Umpak Songo adalah destinasi Sejarah di Kecamatan Licin dengan subkategori situs. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas sejarah, heritage, edukasi, arsitektur, estimasi tiket Rp25.000, durasi kunjungan sekitar 5 jam, aksesibilitas mudah, dan rating 4.3/5.",Situs Umpak Songo Sejarah situs sejarah heritage edukasi arsitektur budaya area parkir toilet pusat informasi pemandu wisata harga_rendah akses_mudah durasi_5_jam cocok_keluarga,"Situs Umpak Songo adalah destinasi Sejarah di Kecamatan Licin dengan subkategori situs. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas sejarah, heritage, edukasi, arsitektur, estimasi tiket Rp25.000, durasi kunjungan sekitar 5 jam, aksesibilitas mudah, dan rating 4.3/5.","situs umpak songo sejarah situs sejarah, heritage, edukasi, arsitektur, budaya area parkir, toilet, pusat informasi, pemandu wisata situs umpak songo adalah destinasi sejarah di kecamatan licin dengan subkategori situs. destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas sejarah, heritage, edukasi, arsitektur, estimasi tiket rp25.000, durasi kunjungan sekitar 5 jam, aksesibilitas mudah, dan rating 4.3/5. harga_rendah akses_mudah durasi_5_jam cocok_keluarga",238,157,0.6940789993614134
D0087,Petilasan Prabu Tawangalun,Sejarah,museum,Glagah,5000,Rendah,4.9,3.0,Sedang,Keluarga,"sejarah, heritage, edukasi, arsitektur, budaya","area parkir, toilet, pusat informasi, pemandu wisata","Petilasan Prabu Tawangalun adalah destinasi Sejarah di Kecamatan Glagah dengan subkategori museum. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas sejarah, heritage, edukasi, arsitektur, estimasi tiket Rp5.000, durasi kunjungan sekitar 3 jam, aksesibilitas sedang, dan rating 4.9/5.",Petilasan Prabu Tawangalun Sejarah museum sejarah heritage edukasi arsitektur budaya area parkir toilet pusat informasi pemandu wisata harga_rendah akses_sedang durasi_3_jam cocok_keluarga,"Petilasan Prabu Tawangalun adalah destinasi Sejarah di Kecamatan Glagah dengan subkategori museum. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas sejarah, heritage, edukasi, arsitektur, estimasi tiket Rp5.000, durasi kunjungan sekitar 3 jam, aksesibilitas sedang, dan rating 4.9/5.","petilasan prabu tawangalun sejarah museum sejarah, heritage, edukasi, arsitektur, budaya area parkir, toilet, pusat informasi, pemandu wisata petilasan prabu tawangalun adalah destinasi sejarah di kecamatan glagah dengan subkategori museum. destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas sejarah, heritage, edukasi, arsitektur, estimasi tiket rp5.000, durasi kunjungan sekitar 3 jam, aksesibilitas sedang, dan rating 4.9/5. harga_rendah akses_sedang durasi_3_jam cocok_keluarga",257,217,0.7593836645805768
D0088,Monumen Perjuangan Banyuwangi,Sejarah,heritage,Glagah,15000,Rendah,4.8,3.0,Mudah,Solo,"sejarah, heritage, edukasi, arsitektur, budaya","area parkir, toilet, pusat informasi, pemandu wisata","Monumen Perjuangan Banyuwangi adalah destinasi Sejarah di Kecamatan Glagah dengan subkategori heritage. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas sejarah, heritage, edukasi, arsitektur, estimasi tiket Rp15.000, durasi kunjungan sekitar 3 jam, aksesibilitas mudah, dan rating 4.8/5.",Monumen Perjuangan Banyuwangi Sejarah heritage sejarah heritage edukasi arsitektur budaya area parkir toilet pusat informasi pemandu wisata harga_rendah akses_mudah durasi_3_jam cocok_solo,"Monumen Perjuangan Banyuwangi adalah destinasi Sejarah di Kecamatan Glagah dengan subkategori heritage. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas sejarah, heritage, edukasi, arsitektur, estimasi tiket Rp15.000, durasi kunjungan sekitar 3 jam, aksesibilitas mudah, dan rating 4.8/5.","monumen perjuangan banyuwangi sejarah heritage sejarah, heritage, edukasi, arsitektur, budaya area parkir, toilet, pusat informasi, pemandu wisata monumen perjuangan banyuwangi adalah destinasi sejarah di kecamatan glagah dengan subkategori heritage. destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas sejarah, heritage, edukasi, arsitektur, estimasi tiket rp15.000, durasi kunjungan sekitar 3 jam, aksesibilitas mudah, dan rating 4.8/5. harga_rendah akses_mudah durasi_3_jam cocok_solo",207,168,0.5754783203486815
D0089,Situs Blambangan Muncar,Sejarah,monumen,Muncar,15000,Rendah,4.2,4.0,Sedang,Keluarga,"sejarah, heritage, edukasi, arsitektur, budaya","area parkir, toilet, pusat informasi, pemandu wisata","Situs Blambangan Muncar adalah destinasi Sejarah di Kecamatan Muncar dengan subkategori monumen. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas sejarah, heritage, edukasi, arsitektur, estimasi tiket Rp15.000, durasi kunjungan sekitar 4 jam, aksesibilitas sedang, dan rating 4.2/5.",Situs Blambangan Muncar Sejarah monumen sejarah heritage edukasi arsitektur budaya area parkir toilet pusat informasi pemandu wisata harga_rendah akses_sedang durasi_4_jam cocok_keluarga,"Situs Blambangan Muncar adalah destinasi Sejarah di Kecamatan Muncar dengan subkategori monumen. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas sejarah, heritage, edukasi, arsitektur, estimasi tiket Rp15.000, durasi kunjungan sekitar 4 jam, aksesibilitas sedang, dan rating 4.2/5.","situs blambangan muncar sejarah monumen sejarah, heritage, edukasi, arsitektur, budaya area parkir, toilet, pusat informasi, pemandu wisata situs blambangan muncar adalah destinasi sejarah di kecamatan muncar dengan subkategori monumen. destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas sejarah, heritage, edukasi, arsitektur, estimasi tiket rp15.000, durasi kunjungan sekitar 4 jam, aksesibilitas sedang, dan rating 4.2/5. harga_rendah akses_sedang durasi_4_jam cocok_keluarga",247,186,0.7256361865751663
D0090,Kampung Heritage Temenggungan,Sejarah,kampung sejarah,Tegaldlimo,5000,Rendah,4.2,4.0,Sedang,Keluarga,"sejarah, heritage, edukasi, arsitektur, budaya","area parkir, toilet, pusat informasi, pemandu wisata","Kampung Heritage Temenggungan adalah destinasi Sejarah di Kecamatan Tegaldlimo dengan subkategori kampung sejarah. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas sejarah, heritage, edukasi, arsitektur, estimasi tiket Rp5.000, durasi kunjungan sekitar 4 jam, aksesibilitas sedang, dan rating 4.2/5.",Kampung Heritage Temenggungan Sejarah kampung sejarah sejarah heritage edukasi arsitektur budaya area parkir toilet pusat informasi pemandu wisata harga_rendah akses_sedang durasi_4_jam cocok_keluarga,"Kampung Heritage Temenggungan adalah destinasi Sejarah di Kecamatan Tegaldlimo dengan subkategori kampung sejarah. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas sejarah, heritage, edukasi, arsitektur, estimasi tiket Rp5.000, durasi kunjungan sekitar 4 jam, aksesibilitas sedang, dan rating 4.2/5.","kampung heritage temenggungan sejarah kampung sejarah sejarah, heritage, edukasi, arsitektur, budaya area parkir, toilet, pusat informasi, pemandu wisata kampung heritage temenggungan adalah destinasi sejarah di kecamatan tegaldlimo dengan subkategori kampung sejarah. destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas sejarah, heritage, edukasi, arsitektur, estimasi tiket rp5.000, durasi kunjungan sekitar 4 jam, aksesibilitas sedang, dan rating 4.2/5. harga_rendah akses_sedang durasi_4_jam cocok_keluarga",208,166,0.5795728127263629
D0091,Pasar Banyuwangi,Belanja,pasar,Tegaldlimo,5000,Rendah,4.8,1.0,Mudah,Solo,"belanja, oleh-oleh, batik, umkm, kuliner","area parkir, toilet, pusat oleh-oleh, pembayaran non-tunai","Pasar Banyuwangi adalah destinasi Belanja di Kecamatan Tegaldlimo dengan subkategori pasar. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas belanja, oleh-oleh, batik, umkm, estimasi tiket Rp5.000, durasi kunjungan sekitar 1 jam, aksesibilitas mudah, dan rating 4.8/5.",Pasar Banyuwangi Belanja pasar belanja oleh-oleh batik umkm kuliner area parkir toilet pusat oleh-oleh pembayaran non-tunai harga_rendah akses_mudah durasi_1_jam cocok_solo,"Pasar Banyuwangi adalah destinasi Belanja di Kecamatan Tegaldlimo dengan subkategori pasar. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas belanja, oleh-oleh, batik, umkm, estimasi tiket Rp5.000, durasi kunjungan sekitar 1 jam, aksesibilitas mudah, dan rating 4.8/5.","pasar banyuwangi belanja pasar belanja, oleh-oleh, batik, umkm, kuliner area parkir, toilet, pusat oleh-oleh, pembayaran non-tunai pasar banyuwangi adalah destinasi belanja di kecamatan tegaldlimo dengan subkategori pasar. destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas belanja, oleh-oleh, batik, umkm, estimasi tiket rp5.000, durasi kunjungan sekitar 1 jam, aksesibilitas mudah, dan rating 4.8/5. harga_rendah akses_mudah durasi_1_jam cocok_solo",188,143,0.49370148614054776
D0092,Pasar Genteng,Belanja,oleh-oleh,Tegaldlimo,20000,Rendah,4.5,5.0,Sulit,Komunitas,"belanja, oleh-oleh, batik, umkm, kuliner","area parkir, toilet, pusat oleh-oleh, pembayaran non-tunai","Pasar Genteng adalah destinasi Belanja di Kecamatan Tegaldlimo dengan subkategori oleh-oleh. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas belanja, oleh-oleh, batik, umkm, estimasi tiket Rp20.000, durasi kunjungan sekitar 5 jam, aksesibilitas sulit, dan rating 4.5/5.",Pasar Genteng Belanja oleh-oleh belanja oleh-oleh batik umkm kuliner area parkir toilet pusat oleh-oleh pembayaran non-tunai harga_rendah akses_sulit durasi_5_jam cocok_komunitas,"Pasar Genteng adalah destinasi Belanja di Kecamatan Tegaldlimo dengan subkategori oleh-oleh. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas belanja, oleh-oleh, batik, umkm, estimasi tiket Rp20.000, durasi kunjungan sekitar 5 jam, aksesibilitas sulit, dan rating 4.5/5.","pasar genteng belanja oleh-oleh belanja, oleh-oleh, batik, umkm, kuliner area parkir, toilet, pusat oleh-oleh, pembayaran non-tunai pasar genteng adalah destinasi belanja di kecamatan tegaldlimo dengan subkategori oleh-oleh. destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas belanja, oleh-oleh, batik, umkm, estimasi tiket rp20.000, durasi kunjungan sekitar 5 jam, aksesibilitas sulit, dan rating 4.5/5. harga_rendah akses_sulit durasi_5_jam cocok_komunitas",320,148,0.9459013590486373
D0093,Sentra Batik Virdes,Belanja,batik,Glagah,15000,Rendah,4.7,3.0,Mudah,Teman,"belanja, oleh-oleh, batik, umkm, kuliner","area parkir, toilet, pusat oleh-oleh, pembayaran non-tunai","Sentra Batik Virdes adalah destinasi Belanja di Kecamatan Glagah dengan subkategori batik. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas belanja, oleh-oleh, batik, umkm, estimasi tiket Rp15.000, durasi kunjungan sekitar 3 jam, aksesibilitas mudah, dan rating 4.7/5.",Sentra Batik Virdes Belanja batik belanja oleh-oleh batik umkm kuliner area parkir toilet pusat oleh-oleh pembayaran non-tunai harga_rendah akses_mudah durasi_3_jam cocok_teman,"Sentra Batik Virdes adalah destinasi Belanja di Kecamatan Glagah dengan subkategori batik. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas belanja, oleh-oleh, batik, umkm, estimasi tiket Rp15.000, durasi kunjungan sekitar 3 jam, aksesibilitas mudah, dan rating 4.7/5.","sentra batik virdes belanja batik belanja, oleh-oleh, batik, umkm, kuliner area parkir, toilet, pusat oleh-oleh, pembayaran non-tunai sentra batik virdes adalah destinasi belanja di kecamatan glagah dengan subkategori batik. destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas belanja, oleh-oleh, batik, umkm, estimasi tiket rp15.000, durasi kunjungan sekitar 3 jam, aksesibilitas mudah, dan rating 4.7/5. harga_rendah akses_mudah durasi_3_jam cocok_teman",225,191,0.6463327925996142
D0094,Galeri Batik Banyuwangi,Belanja,umkm,Tegaldlimo,15000,Rendah,4.2,1.5,Sedang,Pasangan,"belanja, oleh-oleh, batik, umkm, kuliner","area parkir, toilet, pusat oleh-oleh, pembayaran non-tunai","Galeri Batik Banyuwangi adalah destinasi Belanja di Kecamatan Tegaldlimo dengan subkategori umkm. Destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas belanja, oleh-oleh, batik, umkm, estimasi tiket Rp15.000, durasi kunjungan sekitar 1.5 jam, aksesibilitas sedang, dan rating 4.2/5.",Galeri Batik Banyuwangi Belanja umkm belanja oleh-oleh batik umkm kuliner area parkir toilet pusat oleh-oleh pembayaran non-tunai harga_rendah akses_sedang durasi_1.5_jam cocok_pasangan,"Galeri Batik Banyuwangi adalah destinasi Belanja di Kecamatan Tegaldlimo dengan subkategori umkm. Destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas belanja, oleh-oleh, batik, umkm, estimasi tiket Rp15.000, durasi kunjungan sekitar 1.5 jam, aksesibilitas sedang, dan rating 4.2/5.","galeri batik banyuwangi belanja umkm belanja, oleh-oleh, batik, umkm, kuliner area parkir, toilet, pusat oleh-oleh, pembayaran non-tunai galeri batik banyuwangi adalah destinasi belanja di kecamatan tegaldlimo dengan subkategori umkm. destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas belanja, oleh-oleh, batik, umkm, estimasi tiket rp15.000, durasi kunjungan sekitar 1.5 jam, aksesibilitas sedang, dan rating 4.2/5. harga_rendah akses_sedang durasi_1_jam cocok_pasangan",178,102,0.44729332051178233
D0095,Sentra UMKM Rogojampi,Belanja,mall,Pesanggaran,15000,Rendah,4.6,2.0,Mudah,Pasangan,"belanja, oleh-oleh, batik, umkm, kuliner","area parkir, toilet, pusat oleh-oleh, pembayaran non-tunai","Sentra UMKM Rogojampi adalah destinasi Belanja di Kecamatan Pesanggaran dengan subkategori mall. Destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas belanja, oleh-oleh, batik, umkm, estimasi tiket Rp15.000, durasi kunjungan sekitar 2 jam, aksesibilitas mudah, dan rating 4.6/5.",Sentra UMKM Rogojampi Belanja mall belanja oleh-oleh batik umkm kuliner area parkir toilet pusat oleh-oleh pembayaran non-tunai harga_rendah akses_mudah durasi_2_jam cocok_pasangan,"Sentra UMKM Rogojampi adalah destinasi Belanja di Kecamatan Pesanggaran dengan subkategori mall. Destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas belanja, oleh-oleh, batik, umkm, estimasi tiket Rp15.000, durasi kunjungan sekitar 2 jam, aksesibilitas mudah, dan rating 4.6/5.","sentra umkm rogojampi belanja mall belanja, oleh-oleh, batik, umkm, kuliner area parkir, toilet, pusat oleh-oleh, pembayaran non-tunai sentra umkm rogojampi adalah destinasi belanja di kecamatan pesanggaran dengan subkategori mall. destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas belanja, oleh-oleh, batik, umkm, estimasi tiket rp15.000, durasi kunjungan sekitar 2 jam, aksesibilitas mudah, dan rating 4.6/5. harga_rendah akses_mudah durasi_2_jam cocok_pasangan",159,142,0.3514979414088015
D0096,Pusat Oleh-Oleh Ketapang,Belanja,pasar,Pesanggaran,10000,Rendah,4.3,3.0,Mudah,Teman,"belanja, oleh-oleh, batik, umkm, kuliner","area parkir, toilet, pusat oleh-oleh, pembayaran non-tunai","Pusat Oleh-Oleh Ketapang adalah destinasi Belanja di Kecamatan Pesanggaran dengan subkategori pasar. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas belanja, oleh-oleh, batik, umkm, estimasi tiket Rp10.000, durasi kunjungan sekitar 3 jam, aksesibilitas mudah, dan rating 4.3/5.",Pusat Oleh-Oleh Ketapang Belanja pasar belanja oleh-oleh batik umkm kuliner area parkir toilet pusat oleh-oleh pembayaran non-tunai harga_rendah akses_mudah durasi_3_jam cocok_teman,"Pusat Oleh-Oleh Ketapang adalah destinasi Belanja di Kecamatan Pesanggaran dengan subkategori pasar. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas belanja, oleh-oleh, batik, umkm, estimasi tiket Rp10.000, durasi kunjungan sekitar 3 jam, aksesibilitas mudah, dan rating 4.3/5.","pusat oleh-oleh ketapang belanja pasar belanja, oleh-oleh, batik, umkm, kuliner area parkir, toilet, pusat oleh-oleh, pembayaran non-tunai pusat oleh-oleh ketapang adalah destinasi belanja di kecamatan pesanggaran dengan subkategori pasar. destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas belanja, oleh-oleh, batik, umkm, estimasi tiket rp10.000, durasi kunjungan sekitar 3 jam, aksesibilitas mudah, dan rating 4.3/5. harga_rendah akses_mudah durasi_3_jam cocok_teman",209,164,0.5836477609132886
D0097,Pasar Rogojampi,Belanja,oleh-oleh,Muncar,15000,Rendah,4.6,4.0,Mudah,Solo,"belanja, oleh-oleh, batik, umkm, kuliner","area parkir, toilet, pusat oleh-oleh, pembayaran non-tunai","Pasar Rogojampi adalah destinasi Belanja di Kecamatan Muncar dengan subkategori oleh-oleh. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas belanja, oleh-oleh, batik, umkm, estimasi tiket Rp15.000, durasi kunjungan sekitar 4 jam, aksesibilitas mudah, dan rating 4.6/5.",Pasar Rogojampi Belanja oleh-oleh belanja oleh-oleh batik umkm kuliner area parkir toilet pusat oleh-oleh pembayaran non-tunai harga_rendah akses_mudah durasi_4_jam cocok_solo,"Pasar Rogojampi adalah destinasi Belanja di Kecamatan Muncar dengan subkategori oleh-oleh. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas belanja, oleh-oleh, batik, umkm, estimasi tiket Rp15.000, durasi kunjungan sekitar 4 jam, aksesibilitas mudah, dan rating 4.6/5.","pasar rogojampi belanja oleh-oleh belanja, oleh-oleh, batik, umkm, kuliner area parkir, toilet, pusat oleh-oleh, pembayaran non-tunai pasar rogojampi adalah destinasi belanja di kecamatan muncar dengan subkategori oleh-oleh. destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas belanja, oleh-oleh, batik, umkm, estimasi tiket rp15.000, durasi kunjungan sekitar 4 jam, aksesibilitas mudah, dan rating 4.6/5. harga_rendah akses_mudah durasi_4_jam cocok_solo",246,185,0.7221868888554197
D0098,Pasar Muncar,Belanja,batik,Muncar,10000,Rendah,4.5,2.5,Mudah,Solo,"belanja, oleh-oleh, batik, umkm, kuliner","area parkir, toilet, pusat oleh-oleh, pembayaran non-tunai","Pasar Muncar adalah destinasi Belanja di Kecamatan Muncar dengan subkategori batik. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas belanja, oleh-oleh, batik, umkm, estimasi tiket Rp10.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas mudah, dan rating 4.5/5.",Pasar Muncar Belanja batik belanja oleh-oleh batik umkm kuliner area parkir toilet pusat oleh-oleh pembayaran non-tunai harga_rendah akses_mudah durasi_2.5_jam cocok_solo,"Pasar Muncar adalah destinasi Belanja di Kecamatan Muncar dengan subkategori batik. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas belanja, oleh-oleh, batik, umkm, estimasi tiket Rp10.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas mudah, dan rating 4.5/5.","pasar muncar belanja batik belanja, oleh-oleh, batik, umkm, kuliner area parkir, toilet, pusat oleh-oleh, pembayaran non-tunai pasar muncar adalah destinasi belanja di kecamatan muncar dengan subkategori batik. destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas belanja, oleh-oleh, batik, umkm, estimasi tiket rp10.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas mudah, dan rating 4.5/5. harga_rendah akses_mudah durasi_2_jam cocok_solo",177,145,0.442510674813993
D0099,Osing Deles Oleh-Oleh,Belanja,umkm,Muncar,30000,Sedang,4.5,4.0,Mudah,Komunitas,"belanja, oleh-oleh, batik, umkm, kuliner","area parkir, toilet, pusat oleh-oleh, pembayaran non-tunai","Osing Deles Oleh-Oleh adalah destinasi Belanja di Kecamatan Muncar dengan subkategori umkm. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas belanja, oleh-oleh, batik, umkm, estimasi tiket Rp30.000, durasi kunjungan sekitar 4 jam, aksesibilitas mudah, dan rating 4.5/5.",Osing Deles Oleh-Oleh Belanja umkm belanja oleh-oleh batik umkm kuliner area parkir toilet pusat oleh-oleh pembayaran non-tunai harga_sedang akses_mudah durasi_4_jam cocok_komunitas,"Osing Deles Oleh-Oleh adalah destinasi Belanja di Kecamatan Muncar dengan subkategori umkm. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas belanja, oleh-oleh, batik, umkm, estimasi tiket Rp30.000, durasi kunjungan sekitar 4 jam, aksesibilitas mudah, dan rating 4.5/5.","osing deles oleh-oleh belanja umkm belanja, oleh-oleh, batik, umkm, kuliner area parkir, toilet, pusat oleh-oleh, pembayaran non-tunai osing deles oleh-oleh adalah destinasi belanja di kecamatan muncar dengan subkategori umkm. destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas belanja, oleh-oleh, batik, umkm, estimasi tiket rp30.000, durasi kunjungan sekitar 4 jam, aksesibilitas mudah, dan rating 4.5/5. harga_sedang akses_mudah durasi_4_jam cocok_komunitas",188,111,0.49370148614054776
D0100,Banyuwangi Mall,Belanja,mall,Muncar,15000,Rendah,4.0,2.0,Mudah,Solo,"belanja, oleh-oleh, batik, umkm, kuliner","area parkir, toilet, pusat oleh-oleh, pembayaran non-tunai","Banyuwangi Mall adalah destinasi Belanja di Kecamatan Muncar dengan subkategori mall. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas belanja, oleh-oleh, batik, umkm, estimasi tiket Rp15.000, durasi kunjungan sekitar 2 jam, aksesibilitas mudah, dan rating 4/5.",Banyuwangi Mall Belanja mall belanja oleh-oleh batik umkm kuliner area parkir toilet pusat oleh-oleh pembayaran non-tunai harga_rendah akses_mudah durasi_2_jam cocok_solo,"Banyuwangi Mall adalah destinasi Belanja di Kecamatan Muncar dengan subkategori mall. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas belanja, oleh-oleh, batik, umkm, estimasi tiket Rp15.000, durasi kunjungan sekitar 2 jam, aksesibilitas mudah, dan rating 4/5.","banyuwangi mall belanja mall belanja, oleh-oleh, batik, umkm, kuliner area parkir, toilet, pusat oleh-oleh, pembayaran non-tunai banyuwangi mall adalah destinasi belanja di kecamatan muncar dengan subkategori mall. destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas belanja, oleh-oleh, batik, umkm, estimasi tiket rp15.000, durasi kunjungan sekitar 2 jam, aksesibilitas mudah, dan rating 4/5. harga_rendah akses_mudah durasi_2_jam cocok_solo",105,105,0.0
